Najdan Krstajić
Melentije Travorić
Milijana Sitničić
Zorana Divnić
Željka Rakezić
Nemanja Joketić
Jelisije Aleksić
Ljuba Peruničić
Obrad Kutlešić
Živkica Cakeljić
Predrag Điknić
Živanka Krmpotić
Ćuba Bjekić
Dragan Kekić
Sara Stojančić
Danojlo Udovčić
Njegoslav Brezić
Šiško Bajčić
Draginja Buljigić
Petruška Dvornić
Ubavka Jerinić
Pauna Puretić
Živana Dojkić
Ugren Zorbić
Božidarka Murganić
Helena Pavčić
Paun Šipčić
Svetlana Gerzić
Zdravka Dafunić
Radoman Njegić
Latinka Toljagić
Zvezdana Bikić
Velibor Našpalić
Milentije Raičić
Gabrijela Bocokić
Anđa Vračarić
Tomislav Kandić
Zvezdana Želalić
Stojka Kordić
Anka Denić
Jasminka Jovandić
Lela Varajić
Veljko Bacotić
Srboljub Verbić
Cvetko Pronić
Zorica Tvrdišić
Stevka Jovkić
Gradiša Karaulić
Bane Basarić
Stanica Lužajić
Teohar Glavonjić
Eva Devedžić
Sojka Dravić
Ratimir Vujinić
Petar Čmerić
Života Dornić
Makrena Avalić
Todor Fotić
Milijana Savurdić
Damjanka Bijelić
Dobrašin Pujić
Ivo Lubinić
Marko Jestrotić
Antonina Neagić
Vujadin Gružanić
Stamenko Pajkić
Pajka Puretić
Radisav Ankić
Antonije Verić
Cvijan Vinčić
Zlatoslav Mudrić
Zlatoslav Žabić
Ranka Bendić
Živorad Varničić
Sajka Maglić
Filip Gobeljić
Milentije Radušić
Fedor Marodić
Ljiljana Ranisavić
Vukajlo Lalušić
Despot Stanušić
Verka Todosić
Jovica Pleskić
Vojislav Plazačić
Milijan Kmezić
Njegoslava Smoljanić
Josif Tatić
Svetislav Žmurić
Draginja Ičelić
Njegomir Bujagić
Radoš Draškić
Budimir Surudžić
Predrag Čogurić
Pantelija Deretić
Luka Jogrić
Obradinka Levnajić
Lidija Kočić
Velislav Vujinić
Desimir Čestić
Sava Kosanić
Velislav Sibinčić
Ranka Milakić
Igor Pantelić
Ranko Rajičić
Fedor Vladić
Stojadinka Švabić
Hristina Mačužić
Kadivka Čembić
Una Rankić
Dunja Lazetić
Gvozden Rokvić
Ivo Čemerikić
Slobodan Slavnić
Veliborka Steljić
Tadija Perendić
Aksentije Stijepić
Milja Prijić
Daliborka Kaćurić
Simeuna Kovarbašić
Rajica Kordić
Blaginja Nedučić
Tiosav Buljubašić
Velimir Gorčić
Stefan Grbatinić
Leonora Kaćurić
Radul Divičić
Kosovka Dregić
Jordan Bolpačić
Avram Šipetić
Petko Jelačić
Melentije Cukić
Aran|el Kovčić
Velinka Derikonjić
Ivana Krunić
Jovana Smiljić
Koviljka Mijanić
Gvozden Saveljić
Radenka Dvornić
Lola Crvendakić
Neško Bodrožić
Stavra Janjušić
Simona Petrić
Jelika Negić
Željko Vojičić
Stanojla Prekogačić
Sara Šević
Mirosava Maljugić
Ubavka Kiklić
Darinka Simeunić
Svetlana Vladetić
Cajka Ćurulić
Dušana Lukajić
Kruna Drobić
Gaga Inđić
Darko Šelmić
Ceca Mitrić
Božana Piljagić
Dragojla Stingić
Goran Roknić
Bratislav Rinčić
Janovka Ružić
Vojimir Šterić
Pajka Likodrić
Jovan Grubić
Stojadinka Čvrgić
Borka Plavkić
Vukosav Stijepčić
Zorka Skrobić
Stamenka Urić
Gradiša Aljetić
Kruna Negić
Julija Delibašić
Milorad Desančić
Časlavka Vakaricić
Višnja Vlajić
Đurica Krstinić
Tugomir Košpić
Jevrem Guconić
Simka Hristić
Zorislava Tolić
Sanja Florić
Nikolija Pribić
Mila Ilanić
Ranđa Purišić
Glorija Koraksić
Ivo Trninić
Veroljub Drenić
Nebojša Tršić
Stefan Trišić
Biljana Šaponić
Stamenko Nakaradić
Svetlana Bralić
Ljubivoje Sekulić
Julijan Simeunić
Đurađ Vajagić
Veselinka Škarić
Vidoje Kipić
Aćim Bocokić
Slavenka Karadaglić
Teohar Stajšić
Jugoslav Čekrlić
Vujka Đurendić
Puniša Đenić
Bojan Cankić
Slavenka Žilić
Ozrenka Penčić
Zlatica Bajandić
Branimir Dikić
Tanasko Ravić
Maksim Tatišić
Sandra Saveljić
Violeta Stikić
Tina Hadžić
Sonja Bosiljkić
Aćim Bojčetić
Grigorije Trenkić
Darko Đuzić
Goran Kozobarić
Julija Šaponić
Dobrosav Debelnogić
Prodan Smiljić
Dobrilo Badrkić
Slavica Berdić
Egenija Borjanić
Ćana Šagić
Gavrilo Štefkić
Vladislav Bikić
Dobroslavka Stevlić
Stojadin Miročić
Radoman Spirić
Puriša Krompić
Njegovan Kolavčić
Simonida Patrnogić
Jelisaveta Vitakić
Krsta Vukoičić
Vlastimir Krivačić
Matija Paligorić
Ratibor Pejić
Toplica Rogošić
Jovana Šotić
Ćira Murganić
Vukota Budalić
Fotije Kovljenić
Emilija Grđić
Fanija Šalajić
Negoslav Trišić
Zlatomir Zorić
Janovka Galonić
Živoslava Vrekić
Magdalena Opalić
Spridon Jeremić
Obren Stikić
Bane Tadić
Velinka Pajdić
Spomenko Ristić
Andrija Dušanić
Bogdana Beksedić
Antonije Kosorić
Zdravka Potulić
Poljka Bjelogrlić
Jakov Dimanić
Ljuba Dukanić
Tatomir Šajtovidžić
Takosava Dabetić
Emilija Šaljić
Tomka Tarabić
Obradinka Grkinić
Perka Kruškonjić
Steva Milinić
Dejan Ilić
Tatomir Varagić
Cane Miljić
Jagoda Radišić
Ratimir Carić
Feodor Suručić
Teofan Simišić
Raško Evđenić
Zlatomirka Šantić
Konstantin Olarić
Njegosav Pleskić
Filipa Nikić
Stojadin Bukilić
Andrijana Letić
Prvoslavka Važić
Josif Jončić
Vojislav Grivić
Stojka Burtić
Borisav Ušendić
Prvoslav Bronzić
Stefan Varazlić
Soja Roknić
Radosav Grcinić
Cvetana Belčić
Desimir Bizetić
Milentije Vrndić
Radoslav Šojić
Milica Javorić
Draginja Baldžić
Budislav Malčić
Taško Vrčežić
Laza Škrkić
Makrena Burlić
Lepoje Podraščić
Zaviša Zojkić
Veroslava Šuljagić
Desimir Rogić
Sredoje Radisavić
Filipinka Baćić
Melenija Bukušić
Nevena Buckić
Đurđija Maretić
Neško Vojvodić
Kasija Miličić
Hristivoj Rogonjić
Tanasko Čočurić
Zorica Grabić
Hristina Čajić
Aksentije Goranić
Simeon Minčić
Feodor Vujanušić
Tatjana Trifunjagić
Zagorka Becić
Želimirka Mišeljić
Srbijanka Genčić
Nićifor Jasnić
Lilijana Minić
Stamena Puškić
Mirko Mitić
Živorad Borjanić
Melentije Čomić
Leonora Bogatić
Mirko Goncić
Ilija Stašić
Zvonka Janojlić
Stanojla Bubonjić
Miloš Vučelić
Draginja Milonjić
Strajin Džavrić
Milija Bajčić
Čeda Kasagić
Milanko Blažetić
Siniša Melentić
Cana Jelinić
Grozda Čurlić
Nastasija Dumeljić
Nebojša Makarić
Svetomir Runić
Milivoj Nedić
Eva Ćopić
Dragoljub Lambulić
Justin Šurdić
Agnija Karalić
Hranislav Todorčić
Dragoslav Đekić
Filip Ujić
Bogoljub Mikić
Vujadin Traparić
Dragana Gatarić
Jezdimir Škobić
Zdravko Lozić
Bosiljka Trujkić
Kasija Dodić
Ćirilo Radeljić
Nikolija Buljubašić
Svetlana Ružojčić
Ognjen Todorić
Gavra Šorgić
Mihailo Galčić
Miroslav Dragišić
Svetislav Radisavić
Nićifor Stojankić
Cviko Tujkić
Melentije Stevandić
Živana Motičić
Jadranka Demić
Đurđina Juzbašić
Liza Kujačić
Slavko Arsekić
Ozren Mračić
Mirosava Mekinjić
Prokopije Vidarić
Đulijana Karapandžić
Stojiljko Alinčić
Jasmina Bajičić
Radojko Kuršumdžić
Natalija Simišić
Jovana Ćebić
Dobroslavka Ojdanić
Leonora Grbatinić
Dobrica Bukušić
Marijan Vlaketić
Zlatko Vukojčić
Milojka Gerić
Julijan Garotić
Srđan Maudić
Uroš Kolarić
Srboljub Furundžić
Adam Penčić
Hristivoje Šaljić
Borko Petrikić
Magdalena Tutorić
Živoslava Nojkić
Fema Dubljanić
Jovica Ševarlić
Tanja Jocić
Radovan Stakić
Anđelija Đerić
Sojka Ivetić
Nemanja Vezurić
Ranko Tomecić
Jevta Šupić
Sajka Kojanić
Steva Riđešić
Veroslava Kipić
Pavlija Janjušić
Despot Dostinić
Teodosije Važić
Slaviša Boškić
Una Udovičić
Arsenije Miražić
Marko Brandić
Caja Paramentić
Ćira Pavić
Lale Sopić
Ranđel Kočić
Sonja Sofijanić
Jelena Bravačić
Vukašin Zvizdić
Radivojka Sinđić
Đurđa Kapičić
Stracimir Čekić
Jakša Mušikić
Svetislava Zeljkić
Jefimija Janjušić
Predrag Ljoljić
Grigorije Perkić
Radivojka Ugrinčić
Miroljub Damjanić
Stanislav Cmiljanić
Petruška Karolić
Ratko Jančurić
Ljubomirka Borikić
Nevenka Nakomčić
Budislav Platanić
Radenko Kruškonjić
Stanislav Cvijić
Olivera Kojičić
Jelka Pikulić
Mladomir Smrzlić
Viktorija Đuketić
Sajka Buharić
Golub Ruškić
Dobrinka Zjalić
Bogdanka Kajganić
Đurica Malenčić
Nada Cenić
Spomenka Dajičić
Cvetko Aljetić
Mašinka Zebić
Cajka Klipić
Dušana Tvrdišić
Stana Šmakić
Dobroslavka Pješčić
Stoja Ekmečić
Njegomir Dubačkić
Makrena Kuveljić
Velimir Sunarić
Teofan Savelić
Petko Bulić
Pauna Konjikušić
Eleonora Vragolić
Ivica Konić
Živanka Klisarić
Ljubomir D
Sima Kalendić
Vasilije Jonesić
Ljeposava Kabić
Krstan Šubakić
Jevdokija Jagodić
Biserka Leburić
Naum Zlovarić
Ivan Reznić
Milutin Garetić
Vukašin Dražić
Rafailo Kutlašić
Obrenija Aleksić
Cajka Kukarić
Razumenka Teslić
Vojislav Dunjić
Anica Miljić
Ljubica Partonjić
Vujadinka Stožinić
Hariton Štetić
Relja Šibalić
Ljupka Drmonjić
Milutin Broćić
Novak Dorontić
Jerotije Grubić
Toda Kalajić
Vujadinka Biserčić
Borko Roksandić
Miodrag Plačkić
Katica Berić
Radiša Paleksić
Prohor Tatišić
Jovan Jajić
Dejan Ardalić
Tatjana Paramentić
Drgorad Bajičić
Stanislava Pecić
Milivoj Krejić
Spasenija Kretić
Kristivoje Frušić
Vuk Bakalić
Vlajko Tičerić
Živomir Zlajić
Trifun Kražić
Branko Čemerikić
Toša Kozić
Selena Čajić
Isak Lužaić
Paun Prikić
Tešman Kremonjić
Fotije Gloginjić
Stanimir Jelesić
Cvijetin Putić
Stanika Kavalić
Biserka Greblić
Anđelija Zakić
Ratislav Derikonjić
Đura Veljić
Tiosav Sunarić
Borka Graočankić
Gaga Pejčić
Julijan Mandinić
Neško Grubetić
Simonida Baveljić
Miroslava Radojkić
Ljupče Kuić
Radul Radikić
Dositej Nešić
Ignjatije Borčić
Stevan Tičerić
Timotije Glibetić
Lara Zdujić
Stole Penonić
Tomka Ljubišić
Olja Barbucić
Ivica Kmezić
Želimirka Besedić
Đurđe Belivakić
Hariton Japundžić
Dragojlo Jokanić
Vukoje Škrbić
Teofan Milekić
Stojka Bukvić
Milentije Dudunić
Kojadin Pačkić
Jovanka Ćustić
Kuzman Šalinić
Makarije Ljevnaić
Živko Vajagić
Obradin Tontić
Ratibor Markelić
Vojin Graočankić
Vukosava Potulić
Ljeposava Čičulić
Radan Stepanić
Zlatoslav Miljanić
Milanko Motičić
Jovanka Medurić
Zorica Bogetić
Ljubivoje Fundić
Tomanija Kumrijić
Bratislav Gradić
Danojlo Inđić
David Mikarić
Jana Marsenić
Cvetin Cukanić
Lela Kekerić
Blagoje Cmolić
Živanko Grubačić
Bojana Šoškić
Radiša Škovrić
Vukota Ojkić
Dragojlo Krmpotić
Ristivoj Derikravić
Prvoslavka Dojkić
Nemanja Dragojić
Kostadinka Debelnogić
Goca Ralić
Radul Stolić
Stanoje Curkić
Doris Škrbić
Željko Mačužić
Radenka Jakić
Stojka Tokalić
Milesa Đinđić
Miloš Tijeglić
Ljubica Gverić
Miloš Prenkić
Perka Gmizić
Milentije Dubaić
Ćirka Đenić
Radivoje Gentić
Veselin Bernić
Đorđe Grašić
Borisav Lužajić
Gavra Mikulić
Veliborka Pišteljić
Ćanka Ljotić
Janko Sibinkić
Đurđa Babecić
Aco Tutić
Ignjatije Pešukić
Slavenko Skendžić
Simeon Korugić
Čubrilo Grušić
Stojna Kvržić
Petronije Jakovetić
Mladomir Čavić
Žika Tufonić
Sandra Bulić
Marjan Janketić
Ognjen Tokalić
Ognjen Jovešić
Ilinka Trujić
Stanislav Terzić
Sekula Kalabić
Obradinka Bašić
Stanko Gvojić
Vukosava Nikolendžić
Vladeta Migrić
Laza Plavljanić
Đurđija Zekavičić
Cveta Furundžić
Laza Galčić
Janko Džambić
Mijalko Jelić
Života Ribarić
Nadežda Barnić
Najdan Škipić
Božidarka Plisnić
Dragoljub Kepić
Ana Vujetić
Simka Šuluburić
Oliver Trindić
Vuksana Vlasinić
Ćirilo Minić
Dalibor Lemić
Alimpije Kulišić
Slaven Aulić
Radmilo Vezilić
Daliborka Žeravić
Aco Vajić
Konstantin Grubišić
Tamara Mikulić
Petronije Grašić
Maksim Vejić
Pelagija Toljagić
Čeda Davogić
Blagica Pačarić
Emilijan Bjelinić
Lidija Malčić
Radoš Matejić
Vlastimir Džombić
Radonja Modrinić
Laza Basekić
Predrag Ranić
Miodrag Lović
Radosav Buzdokić
Milojka Gadžić
Biljana Bosankić
Mladen Bakajlić
Anka Tatišić
Radivoje Nemanjić
Evica Tujkić
Vukan Sibinčić
Tanja Trumpić
Bogdanka Rstić
Stojiljko Ješić
Tada Srdić
Savka Plemić
Ćirilo Đelić
Doroteja Galić
Radojica Đakušić
Vukoje Buzaretić
Damjan Krajšić
Teodosije Štukeljić
Irena Čupić
Danojlo Bogetić
Vukan Rančić
Sandra Gancolić
Radojla Topličić
Ugren Gostić
Radoš Čamagić
Mijat Draganić
Kristivoje Košutić
Ćile Džavić
Spasenija Lastić
Teodor Markeljić
Sandra Glodić
Magdalena Duškić
Jelika Zatežić
Gruja Mažić
Nićifor Petrić
Bratoljub Rakonić
Drago Keserić
Ristivoje Zornić
Milena Lazić
Vasilije Trokić
Fotije Florić
Bratislava Jonikić
Ljuba Nikolčić
Zlatko Bojanić
Verka Kosorić
Drgorad Kekić
Svetomir Florić
Teodosije Buzejić
Mitar Grdinić
Emilijan Gluvić
Roksanda Beljić
Žika Simetić
Prvoslavka Koljančić
Sonja Ratkelić
Tanasije Gajetić
Obrad Bodić
Stojka Nejkić
Julijan Marodić
Ignjat Gnjatić
Slaven Jonić
Radan Slović
Persa Andesilić
Radinka Džikić
Ljubomirka Jojčić
Desanka Ugrešić
Sofronije Proročić
Jelisije Ljubišić
Oliverka Kukrić
Živojin Skokić
Zlatoslav Gavrajić
Dragana Plavkić
Lola Milikić
Julijana Taricić
Sonja Zlatarić
Krsman Poznić
Jelka Radičić
Cvetomir Vorgić
Zora Medić
Dobrosav Paprić
Stevan Šarkić
Dragan Momić
Ivan Drangić
Jela Bekčić
Jelisavka Jakišić
Miodrag Dorongić
Lepomir Cvikić
Josif Vučendić
Milesa Dvornić
Ljuba Negić
Njegomir Ilić
Ćirilo Gušić
Stojko Škrebić
Stojan Budić
Sretoje Padić
Tiosav Lukendić
Tanasije Furnjigić
Viktor Mihaldžić
Miomir Bjeletić
Gruja Vrčežić
Srđan Kukrić
Grujica Tatišić
Miladin Dabarčić
Kostadinka Ajtić
Jadranka Sparić
Jeremije Pušić
Irena Taricić
Filiman Kanjerić
Adam Drapić
Dragana Kečkić
Slaviša Jelisić
Drgorad Bečelić
Bogdana Ramić
Bosiljka Kimčetić
Spomenko Dimčić
Vukoje Dinić
Jordan Sinkić
Jelena Daničić
Sredoje Karpić
Vuksan Trijić
Srba Rozgić
Ćile Rapaić
Jugoslav Mačić
Ratimir Ješanić
Cane Maličić
Živko Žeravić
Stojan Tešendić
Makrena Budić
Slobodan Rumenić
Darinka Lilkić
Novica Navalušić
Nevena Kruščić
Slavna Stikić
Prvoslavka Pajagić
Verica Mirkić
Cvetin Trešnjić
Cajka Đonlić
Petar Mrkić
Stevanija Tufonić
Đorđe Andrejić
Dobrica Stanišić
Miloje Bandić
Danica Patrić
Atanasije Senić
Janovka Milišić
Dragoslava Bijanić
Zorica Petrušić
Srbislava Joveljić
Rajko Gmitrić
Đorđe Jalovčić
Stojiljko Kojčić
Veroslava Ilić
Damjanka Kursulić
Uranko Stupić
Violeta Lapčić
Đurica Jovanić
Stoja Planić
Marijan Galamić
Vukadinka Bjelić
Miodrag Penić
Radojla Simetić
Kornelije Stanačić
Zlatoslav Baveljić
Ljubiša Simikić
Veroslava Štulić
Verica Jerčić
Stanojka Kustudić
Todor Negoicić
Ristivoj Pović
Šana Kljutić
Marija Konić
Kristina Ješanić
Dejan Lunić
Mileva Grbonošić
Ljupče Milunić
Srećko Radotić
Bane Jalovčić
Stepan Egerić
Hristivoj Rabadžić
Momir Aksić
Selimir Kljutić
Radonja Đajić
Jelka Trmčić
Dušan Radivojšić
Vlajko Čuljić
Lucija Nakić
Aran|el Stanačić
Stepan Radovanić
Emil Vojičić
Zlatko Draškić
Anka Smilić
Simonida Varaklić
Lela Cakeljić
Dimitrije Klisurić
Paun Ćurlić
Ćanka Sporić
Cana Gružanić
Matija Botorić
Dragoslav Zornić
Ranisav Petronić
Vukajlo Kličarić
Svetislavka Varonić
Budimir Jokić
Dragojla Malinić
Grozdana Đusić
Gorica Dečermić
Latinka Stupić
Buda Alinčić
Božana Čestić
Srboljub Čepić
Radosav Palčić
Kosovka Ladičorbić
Živodarka Čukarić
Fedor Bečelić
Radoslav Kolobarić
Dobrinka Bačić
Đurđe Stanačić
Lidija Kalinić
Špiro Jovičić
Zdravko Ristikić
Pavle Lupšić
Cvijetin Vujotić
Teodora Tucić
Jerotije Đenadić
Smiljana Ajdarić
Aleksandra Kolačarić
Negovan Tumarić
Antonina Čočurić
Isidora Ojdanić
Ivo Levnajić
Julijan Gostojić
Slavko Milojić
Veronika Jarić
Nićifor Okolić
Mirko Šunjevarić
Živodarka Indžić
Tešman Egić
Jevrem Lončarić
Kuzman Trivalić
Ljubivoje Jerosimić
Ljubomir Jeremić
Leontijr Čumić
Živojin Bačkulić
Caja Kaćurić
Vojimir Aligrudić
Hranislava Jojkić
Ilija Tomecić
Božidarka Voštić
Jordan Jozić
Kosana Zojkić
Goran Gužvić
Desimir Solujić
Verica Bjelogrlić
Lidija Petrikić
Ljubinko Balačikić
Feodor Tumarić
Rafailo Budujkić
Biserka Čuljić
Ceca Nešić
Radomir Tekić
Negosava Škodrić
Đuro Krstić
Tadija Šešić
Josif Ćeranić
Andrijana Karetić
Žika Abadić
Tamara Blažarić
Miodrag Đajić
Živka Živanić
Stojana Ulardžić
Milijan Despić
Ubavka Porobić
Bogosav Toljagić
Ratislav Simikić
Dunja Vrkatić
Peladija Mudrinić
Radivoj Grubetić
Sandra Konić
Lucija Osmajlić
Filip Ješanić
Kostadin Potulić
Nadežda Glodić
Dunja Porobić
Golub Belobabić
Anastasija Mirčetić
Snežana Žeravčić
Svetomir Plećić
Slavenko Čeleketić
Ratka Bosiljkić
Perunika Trujić
Trajanka Taricić
Hranislava Stojkić
Stevanija Škatarić
Spasoje Soknić
Filipa Zapukić
Velimir Kedić
Svetomir Zekić
Alimpije Radojčić
Milijan Prekić
Božana Krsmić
Suncica Malić
Prvoslava Dramlić
Đura Džadžić
Prodana Konjikušić
Ivka Puslojić
Ljuba Gladić
Soja Puvačić
Mladen Mihaljčić
Bogosav Podinić
Jevrosima Tutorić
Fedor Žurkić
Novak Mikucić
Danilo Kaćurić
Dragana Relić
Spasenija Piletić
Marko Đurašić
Razumenka Džombić
Jasna Bobušić
Živorad Micić
Verka Jokičić
Divna Baćić
Prodan Burčić
Obrenija Jelesić
Selena Racić
Desimir Anojčić
Olivera Nejkić
Jagoš Trmčić
Verica Dumanjić
Dalibor Badrkić
Zlata Dostinić
Eleonora Dugajlić
Milentije Varcagić
Tina Kovjenić
Stevan Čajić
Hristina Mrkonjić
Isidora Hadži Stević
Hranislava Bončić
Tada Šubarić
Nikolija Bakalić
Ceca Jeftić
Rafailo Gloginjić
Grigorije Sinkić
Stamenko Nocić
Cajka Spasić
Ninoslav Čumić
Radoje Glavonić
Radovan Albijanić
Ćirilo Zlatarić
Branislava Zurnić
Ugren Kondić
Đura Kražić
Radovan Eskić
Caja Neoričić
Emilijan Kažić
Vukosav Kopčalić
Rajko Derikonjić
Marko Ćitić
Antonije Zjačić
Boško Šaljić
Slavna Baralić
Veronika Bontić
Dobrinka Ceranić
Borislav Komadinić
Ivko Jakovetić
Prodana Kiridžić
Agnija Budimčić
Stojka Zoričić
Trivun Čmerić
Hranislav Kevkić
Tešman Kapičić
Ćanka Žepinić
Njegovan Avalić
Milun Sofijanić
Obrenija Mitrušić
Vojimir Džonić
Fema Grdinić
Živoslavka Grgić
Radoš Zbiljić
Živorad Đikić
Stanojlo Jonić
Laza Lomić
Tomka Leontić
Doroteja Palić
Joviša Milonjić
Ranka Talpešić
Pava Svilarić
Obrenija Gojačić
Bratislava Kosnić
Ranisav Šarančić
Alimpije Berilažić
Lepomir Jelenić
Jovana Mijačić
Danojlo Dvorančić
Stojanka Paldrmić
Ozarija Paldrmić
Cajka Juškić
Cvijo Planinić
Ćile Ružojčić
Sofronije Graonić
Aco Frtunić
Višeslava Bojić
Prerad Malešić
Kleopatra Zbiljić
Đukan Plećić
Danojlo Granulić
Katarina Pićurić
Živka Koraksić
Vojislava Urdešić
Rafailo Dragić
Anastasija Turlikić
Avram Milosavić
Žarko Petrić
Buda Jevđić
Đura Simičić
Dragutin Olujić
Ekatarina Broćić
Siniša Stašić
Jana Potparić
Despot Jedoksić
Bane Ceranić
Svetozar Jergić
Lale Šumatić
Lazar Milojkić
Sanja Jolić
Jelisavka Bondžić
Emil Dangubić
Doroteja Miričić
Kruna Gobeljić
Zlatomirka Banjalić
Svetoje Botorić
Petrija Krivić
Natalija Glišić
Jezdimir Lambić
Ozrenka Kiselčić
Rumenka Grumić
Relja Kojanić
Dejan Šunjevarić
Krunoslava Katanić
Bratoljub Bogić
Jerotije Kitanić
Jelica Ibročić
Vukosav Krstičić
Vukadin Grubešić
Milutin Mitić
Ceca Radnić
Živoslava Becić
Njegosav Mitrušić
Dragomir Ciglić
Soja Pljakić
Anđelija Apelić
Milorad Maćić
Stanija Čingelić
Zvezdana Rabadžić
Sojka Kiridžić
Eva Gurešić
Veselin Borokić
Raško Trekelić
Milun Gerić
Nikola Srnić
Stojan Ćebić
Slavoljub Vujičić
Jelica Bojkić
Dobrica Cvijić
Radenko Bubić
Vidosava Glibić
Taško Studić
Radisav Nedinić
Marinko Bojčić
Ivo Sinkić
Kruna Nikolešić
Dragoslav Cuplić
Nebojša Bravačić
Perka Oprikić
Kasija Vladičić
Vukadinka Kolicić
Dragomir Bačunić
Lola Kurdulić
Draško Kreconić
Jelka Obrić
Ranisav Jakovetić
Cvijan Trumpić
Stevanija Nikšić
Vitomir Regodić
Časlav Malavrazić
Kojadin Spužić
Radoslavka Palčić
Njegovan Glamočić
Sibinka Pajić
Milka Mračić
Kadivka Ladičorbić
Milutin Drmanić
Cvijetin Mihaldžić
Vujadin Jutrić
Jordan Belobabić
Sretoje Radosavkić
Rodoljub Topličić
Stoja Jonkić
Tadija Dikosavić
Marinko Stajić
Violeta Riznić
Srbislav Šundić
Selimir Trivunić
Jovica Čihorić
Dragoslav Krmpotić
Vera Canić
Nikola Mijačić
Dragutin Radeljić
Julija Konjikušić
Krunoslava Kuburić
Mateja Zeljkić
Milesa Nedeljić
Golub Radivojšić
Andrija Pajagić
Cvijo Masalušić
Uranko Tonić
Aco Elčić
Ivica Urić
Đorđe Šijakinjić
Ekatarina Labotić
Srboljub Misirlić
Mitar Tulenčić
Cvetin Džadžić
Blaža Lombardić
Aco Mesulić
Velibor Milišić
Radoš Brndušić
Stepan Gramić
Anđelija Nićetić
Hristina Stekić
Andrijana Grubešić
Jasna Kožokić
Milesa Tepšić
Ninoslava Vulpicić
Radojla Vučinić
Miroljub Kalajić
Mojsilo Vujanušić
Andrijana Aksić
Simonida Tičić
Violeta Jovišić
Radojica Dudić
Zaviša Sparić
Đorđe Stijepčić
Helena Šipetić
Zlatomirka Sokić
Njegoslava Marunić
Zlatoje Modrinić
Radoljub Krdžalić
Spasenija Erdelić
Kostadinka Prigodić
Persa Čokić
Jasna Regulić
Ivka Veseličić
Novko Knjeginić
Vlastimirka Kljakić
Svetoje Mrkić
Caka Denkić
Živoslavka Dešić
Jakov Savurdić
Stanimir Mijačić
Selena Škrnjić
Isidor Trninić
Melenija Vilipić
Đurđe Bulajić
Viktorija Čotrić
Negoslav Milišić
Uroš Pajagić
Ivan Vagurić
Kosara Pojkić
Radiša Pančić
Jelika Stanačić
Anka Šipragić
Rafailo Vukelić
Dejan Medančić
Prodana Brezić
Jugoslav Oprić
Blagomir Bilkić
Eva Patrnogić
Milesa Šipčić
Zaga Jagajić
Tihomir Trnić
Obren Vulpić
Srbislav Negoicić
Kosana Vračkić
Zorana Jaredić
Kristina Pajičić
Grozdan Kukuličić
Đokica Mašić
